KUCAT ID,Exam Type,CBT Score,Program Applied
KUCAT_2019_1,KUCAT-PCM,443,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2,KUCAT-PCM,577,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3,KUCAT-PCB,793,BTech in Biotechnology
KUCAT_2019_4,KUCAT-PCM,777,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_5,KUCAT-PCM,720,BE in Computer Engineering
KUCAT_2019_6,KUCAT-PCB,427,Bachelor of Pharmacy
KUCAT_2019_7,KUCAT-PCB,918,BTech in Biotechnology
KUCAT_2019_8,KUCAT-PCM,542,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_9,KUCAT-PCM,1047,BE in Computer Engineering
KUCAT_2019_10,KUCAT-PCM,424,BE in Geomatics Engineering
KUCAT_2019_11,KUCAT-PCM,581,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_12,KUCAT-PCM,760,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_13,KUCAT-PCM,556,BTech in Environmental Engineering
KUCAT_2019_14,KUCAT-PCM,1003,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_15,KUCAT-PCM,867,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_16,KUCAT-PCM,909,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_17,KUCAT-PCM,692,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_18,KUCAT-PCM,769,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_19,KUCAT-PCM,1027,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_20,KUCAT-PCM,840,BE in Mechanical Engineering(Automobile)
KUCAT_2019_21,KUCAT-PCM,818,BE in Chemical Engineering
KUCAT_2019_22,KUCAT-PCM,892,BE in Geomatics Engineering
KUCAT_2019_23,KUCAT-PCM,1072,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_24,KUCAT-PCM,792,BE in Chemical Engineering
KUCAT_2019_25,KUCAT-PCM,741,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_26,KUCAT-PCM,925,BE in Geomatics Engineering
KUCAT_2019_27,KUCAT-PCM,1214,BE in Computer Engineering
KUCAT_2019_282(See endnotes),KUCAT-PCM,625,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_29,KUCAT-PCM,718,BE in Computer Engineering
KUCAT_2019_30,KUCAT-PCM,660,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_31,KUCAT-PCM,615,BE in Computer Engineering
KUCAT_2019_32,KUCAT-PCM,941,BE in Computer Engineering
KUCAT_2019_33,KUCAT-PCM,648,BE in Geomatics Engineering
KUCAT_2019_34,KUCAT-PCM,796,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_35,KUCAT-PCM,872,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_36,KUCAT-PCM,792,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_37,KUCAT-PCM,641,BArch in Architecture
KUCAT_2019_38,KUCAT-PCB,527,BSc in Environmental Science
KUCAT_2019_39,KUCAT-PCM,757,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_40,KUCAT-PCM,825,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_41,KUCAT-PCM,760,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_42,KUCAT-PCM,534,BE in Mechanical Engineering(Hydropower)
KUCAT_2019_43,KUCAT-PCM,912,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_1,KUCAT-PCM,443,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2,KUCAT-PCM,577,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3,KUCAT-PCB,793,BTech in Biotechnology
KUCAT_2019_4,KUCAT-PCM,777,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_5,KUCAT-PCM,720,BE in Computer Engineering
KUCAT_2019_6,KUCAT-PCB,427,Bachelor of Pharmacy
KUCAT_2019_7,KUCAT-PCB,918,BTech in Biotechnology
KUCAT_2019_8,KUCAT-PCM,542,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_9,KUCAT-PCM,1047,BE in Computer Engineering
KUCAT_2019_10,KUCAT-PCM,424,BE in Geomatics Engineering
KUCAT_2019_11,KUCAT-PCM,581,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_12,KUCAT-PCM,760,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_13,KUCAT-PCM,556,BTech in Environmental Engineering
KUCAT_2019_14,KUCAT-PCM,1003,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_15,KUCAT-PCM,867,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_16,KUCAT-PCM,909,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_17,KUCAT-PCM,692,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_18,KUCAT-PCM,769,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_19,KUCAT-PCM,1027,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_20,KUCAT-PCM,840,BE in Mechanical Engineering(Automobile)
KUCAT_2019_21,KUCAT-PCM,818,BE in Chemical Engineering
KUCAT_2019_22,KUCAT-PCM,892,BE in Geomatics Engineering
KUCAT_2019_23,KUCAT-PCM,1072,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_24,KUCAT-PCM,792,BE in Chemical Engineering
KUCAT_2019_25,KUCAT-PCM,741,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_26,KUCAT-PCM,925,BE in Geomatics Engineering
KUCAT_2019_27,KUCAT-PCM,1214,BE in Computer Engineering
KUCAT_2019_282(See endnotes),KUCAT-PCM,625,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_29,KUCAT-PCM,718,BE in Computer Engineering
KUCAT_2019_30,KUCAT-PCM,660,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_31,KUCAT-PCM,615,BE in Computer Engineering
KUCAT_2019_32,KUCAT-PCM,941,BE in Computer Engineering
KUCAT_2019_33,KUCAT-PCM,648,BE in Geomatics Engineering
KUCAT_2019_34,KUCAT-PCM,796,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_35,KUCAT-PCM,872,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_36,KUCAT-PCM,792,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_37,KUCAT-PCM,641,BArch in Architecture
KUCAT_2019_38,KUCAT-PCB,527,BSc in Environmental Science
KUCAT_2019_39,KUCAT-PCM,757,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_40,KUCAT-PCM,825,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_41,KUCAT-PCM,760,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_42,KUCAT-PCM,534,BE in Mechanical Engineering(Hydropower)
KUCAT_2019_43,KUCAT-PCM,912,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_44,KUCAT-PCM,988,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_45,KUCAT-PCM,865,BE in Geomatics Engineering
KUCAT_2019_46,KUCAT-PCM,605,BE in Computer Engineering
KUCAT_2019_47,KUCAT-PCM,518,BE in Mechanical Engineering(Automobile)
KUCAT_2019_48,KUCAT-PCM,615,BE in Computer Engineering
KUCAT_2019_49,KUCAT-PCM,724,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_50,KUCAT-PCB,652,Bachelor of Pharmacy
KUCAT_2019_51,KUCAT-PCM,675,BE in Computer Engineering
KUCAT_2019_52,KUCAT-PCB,1004,BTech in Biotechnology
KUCAT_2019_53,KUCAT-PCM,474,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_54,KUCAT-PCB,639,Bachelor of Pharmacy
KUCAT_2019_55,KUCAT-PCB,569,Bachelor of Pharmacy
KUCAT_2019_56,KUCAT-PCB,511,BTech in Biotechnology
KUCAT_2019_57,KUCAT-PCM,622,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_58,KUCAT-PCM,702,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_59,KUCAT-PCM,541,BE in Computer Engineering
KUCAT_2019_60,KUCAT-PCM,681,BE in Computer Engineering
KUCAT_2019_61,KUCAT-PCM,868,BE in Chemical Engineering
KUCAT_2019_62,KUCAT-PCM,919,BArch in Architecture
KUCAT_2019_63,KUCAT-PCM,1265,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_64,KUCAT-PCM,772,BE in Geomatics Engineering
KUCAT_2019_65,KUCAT-PCM,1258,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_66,KUCAT-PCM,1118,BE in Computer Engineering
KUCAT_2019_67,KUCAT-PCM,859,BE in Geomatics Engineering
KUCAT_2019_68,KUCAT-PCM,674,BE in Computer Engineering
KUCAT_2019_69,KUCAT-PCM,623,BE in Computer Engineering
KUCAT_2019_70,KUCAT-PCM,1169,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_71,KUCAT-PCM,705,BE in Computer Engineering
KUCAT_2019_72,KUCAT-PCM,768,BE in Computer Engineering
KUCAT_2019_73,KUCAT-PCM,492,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_74,KUCAT-PCM,524,BArch in Architecture
KUCAT_2019_75,KUCAT-PCB,531,BTech in Biotechnology
KUCAT_2019_76,KUCAT-PCM,793,BE in Computer Engineering
KUCAT_2019_77,KUCAT-PCM,732,BArch in Architecture
KUCAT_2019_78,KUCAT-PCB,633,BTech in Biotechnology
KUCAT_2019_79,KUCAT-PCM,784,BE in Computer Engineering
KUCAT_2019_80,KUCAT-PCM,642,BE in Computer Engineering
KUCAT_2019_81,KUCAT-PCM,804,BArch in Architecture
KUCAT_2019_82,KUCAT-PCM,914,BE in Computer Engineering
KUCAT_2019_83,KUCAT-PCB,589,Bachelor of Pharmacy
KUCAT_2019_84,KUCAT-PCM,832,BE in Computer Engineering
KUCAT_2019_85,KUCAT-PCB,877,BTech in Biotechnology
KUCAT_2019_86,KUCAT-PCM,749,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_87,KUCAT-PCM,700,BE in Computer Engineering
KUCAT_2019_44,KUCAT-PCM,988,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_45,KUCAT-PCM,865,BE in Geomatics Engineering
KUCAT_2019_46,KUCAT-PCM,605,BE in Computer Engineering
KUCAT_2019_47,KUCAT-PCM,518,BE in Mechanical Engineering(Automobile)
KUCAT_2019_48,KUCAT-PCM,615,BE in Computer Engineering
KUCAT_2019_49,KUCAT-PCM,724,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_50,KUCAT-PCB,652,Bachelor of Pharmacy
KUCAT_2019_51,KUCAT-PCM,675,BE in Computer Engineering
KUCAT_2019_52,KUCAT-PCB,1004,BTech in Biotechnology
KUCAT_2019_53,KUCAT-PCM,474,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_54,KUCAT-PCB,639,Bachelor of Pharmacy
KUCAT_2019_55,KUCAT-PCB,569,Bachelor of Pharmacy
KUCAT_2019_56,KUCAT-PCB,511,BTech in Biotechnology
KUCAT_2019_57,KUCAT-PCM,622,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_58,KUCAT-PCM,702,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_59,KUCAT-PCM,541,BE in Computer Engineering
KUCAT_2019_60,KUCAT-PCM,681,BE in Computer Engineering
KUCAT_2019_61,KUCAT-PCM,868,BE in Chemical Engineering
KUCAT_2019_62,KUCAT-PCM,919,BArch in Architecture
KUCAT_2019_63,KUCAT-PCM,1265,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_64,KUCAT-PCM,772,BE in Geomatics Engineering
KUCAT_2019_65,KUCAT-PCM,1258,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_66,KUCAT-PCM,1118,BE in Computer Engineering
KUCAT_2019_67,KUCAT-PCM,859,BE in Geomatics Engineering
KUCAT_2019_68,KUCAT-PCM,674,BE in Computer Engineering
KUCAT_2019_69,KUCAT-PCM,623,BE in Computer Engineering
KUCAT_2019_70,KUCAT-PCM,1169,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_71,KUCAT-PCM,705,BE in Computer Engineering
KUCAT_2019_72,KUCAT-PCM,768,BE in Computer Engineering
KUCAT_2019_73,KUCAT-PCM,492,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_74,KUCAT-PCM,524,BArch in Architecture
KUCAT_2019_75,KUCAT-PCB,531,BTech in Biotechnology
KUCAT_2019_76,KUCAT-PCM,793,BE in Computer Engineering
KUCAT_2019_77,KUCAT-PCM,732,BArch in Architecture
KUCAT_2019_78,KUCAT-PCB,633,BTech in Biotechnology
KUCAT_2019_79,KUCAT-PCM,784,BE in Computer Engineering
KUCAT_2019_80,KUCAT-PCM,642,BE in Computer Engineering
KUCAT_2019_81,KUCAT-PCM,804,BArch in Architecture
KUCAT_2019_82,KUCAT-PCM,914,BE in Computer Engineering
KUCAT_2019_83,KUCAT-PCB,589,Bachelor of Pharmacy
KUCAT_2019_84,KUCAT-PCM,832,BE in Computer Engineering
KUCAT_2019_85,KUCAT-PCB,877,BTech in Biotechnology
KUCAT_2019_86,KUCAT-PCM,749,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_87,KUCAT-PCM,700,BE in Computer Engineering
KUCAT_2019_88,KUCAT-PCM,1053,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_892(See endnotes),KUCAT-PCM,608,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_90,KUCAT-PCM,659,BArch in Architecture
KUCAT_2019_91,KUCAT-PCM,516,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_92,KUCAT-PCM,896,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_93,KUCAT-PCM,743,BE in Computer Engineering
KUCAT_2019_94,KUCAT-PCM,944,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_95,KUCAT-PCM,779,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_96,KUCAT-PCM,700,BE in Computer Engineering
KUCAT_2019_97,KUCAT-PCM,1162,BE in Computer Engineering
KUCAT_2019_98,KUCAT-PCM,578,BArch in Architecture
KUCAT_2019_99,KUCAT-PCM,528,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_100,KUCAT-PCM,413,BE in Geomatics Engineering
KUCAT_2019_101,KUCAT-PCM,617,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_102,KUCAT-PCM,875,BE in Computer Engineering
KUCAT_2019_103,KUCAT-PCM,556,BE in Computer Engineering
KUCAT_2019_104,KUCAT-PCB,678,BSc in Environmental Science
KUCAT_2019_105,KUCAT-PCB,895,Bachelor of Pharmacy
KUCAT_2019_106,KUCAT-PCM,772,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_107,KUCAT-PCM,932,BE in Mechanical Engineering(Automobile)
KUCAT_2019_108,KUCAT-PCM,949,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_109,KUCAT-PCM,787,BE in Computer Engineering
KUCAT_2019_110,KUCAT-PCM,788,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_111,KUCAT-PCB,381,Bachelor of Pharmacy
KUCAT_2019_112,KUCAT-PCB,576,Bachelor of Pharmacy
KUCAT_2019_113,KUCAT-PCM,695,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_114,KUCAT-PCB,677,Bachelor of Pharmacy
KUCAT_2019_115,KUCAT-PCM,1055,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_116,KUCAT-PCM,1247,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_117,KUCAT-PCM,683,BArch in Architecture
KUCAT_2019_118,KUCAT-PCM,907,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_119,KUCAT-PCM,913,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_120,KUCAT-PCB,804,Bachelor of Pharmacy
KUCAT_2019_121,KUCAT-PCM,714,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_122,KUCAT-PCM,904,BE in Computer Engineering
KUCAT_2019_123,KUCAT-PCM,758,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_124,KUCAT-PCM,821,BE in Computer Engineering
KUCAT_2019_125,KUCAT-PCM,831,BE in Mechanical Engineering(Automobile)
KUCAT_2019_126,KUCAT-PCM,581,BE in Computer Engineering
KUCAT_2019_127,KUCAT-PCB,659,Bachelor of Pharmacy
KUCAT_2019_128,KUCAT-PCB,580,Bachelor of Pharmacy
KUCAT_2019_129,KUCAT-PCM,1019,BE in Computer Engineering
KUCAT_2019_130,KUCAT-PCM,391,BArch in Architecture
KUCAT_2019_131,KUCAT-PCM,641,BE in Mechanical Engineering(Automobile)
KUCAT_2019_88,KUCAT-PCM,1053,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_892(See endnotes),KUCAT-PCM,608,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_90,KUCAT-PCM,659,BArch in Architecture
KUCAT_2019_91,KUCAT-PCM,516,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_92,KUCAT-PCM,896,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_93,KUCAT-PCM,743,BE in Computer Engineering
KUCAT_2019_94,KUCAT-PCM,944,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_95,KUCAT-PCM,779,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_96,KUCAT-PCM,700,BE in Computer Engineering
KUCAT_2019_97,KUCAT-PCM,1162,BE in Computer Engineering
KUCAT_2019_98,KUCAT-PCM,578,BArch in Architecture
KUCAT_2019_99,KUCAT-PCM,528,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_100,KUCAT-PCM,413,BE in Geomatics Engineering
KUCAT_2019_101,KUCAT-PCM,617,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_102,KUCAT-PCM,875,BE in Computer Engineering
KUCAT_2019_103,KUCAT-PCM,556,BE in Computer Engineering
KUCAT_2019_104,KUCAT-PCB,678,BSc in Environmental Science
KUCAT_2019_105,KUCAT-PCB,895,Bachelor of Pharmacy
KUCAT_2019_106,KUCAT-PCM,772,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_107,KUCAT-PCM,932,BE in Mechanical Engineering(Automobile)
KUCAT_2019_108,KUCAT-PCM,949,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_109,KUCAT-PCM,787,BE in Computer Engineering
KUCAT_2019_110,KUCAT-PCM,788,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_111,KUCAT-PCB,381,Bachelor of Pharmacy
KUCAT_2019_112,KUCAT-PCB,576,Bachelor of Pharmacy
KUCAT_2019_113,KUCAT-PCM,695,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_114,KUCAT-PCB,677,Bachelor of Pharmacy
KUCAT_2019_115,KUCAT-PCM,1055,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_116,KUCAT-PCM,1247,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_117,KUCAT-PCM,683,BArch in Architecture
KUCAT_2019_118,KUCAT-PCM,907,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_119,KUCAT-PCM,913,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_120,KUCAT-PCB,804,Bachelor of Pharmacy
KUCAT_2019_121,KUCAT-PCM,714,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_122,KUCAT-PCM,904,BE in Computer Engineering
KUCAT_2019_123,KUCAT-PCM,758,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_124,KUCAT-PCM,821,BE in Computer Engineering
KUCAT_2019_125,KUCAT-PCM,831,BE in Mechanical Engineering(Automobile)
KUCAT_2019_126,KUCAT-PCM,581,BE in Computer Engineering
KUCAT_2019_127,KUCAT-PCB,659,Bachelor of Pharmacy
KUCAT_2019_128,KUCAT-PCB,580,Bachelor of Pharmacy
KUCAT_2019_129,KUCAT-PCM,1019,BE in Computer Engineering
KUCAT_2019_130,KUCAT-PCM,391,BArch in Architecture
KUCAT_2019_131,KUCAT-PCM,641,BE in Mechanical Engineering(Automobile)
KUCAT_2019_132,KUCAT-PCB,508,Bachelor of Pharmacy
KUCAT_2019_133,KUCAT-PCM,868,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_134,KUCAT-PCM,272,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_135,KUCAT-PCM,1046,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_136,KUCAT-PCM,0,BArch in Architecture
KUCAT_2019_137,KUCAT-PCM,788,BArch in Architecture
KUCAT_2019_138,KUCAT-PCM,1055,BE in Computer Engineering
KUCAT_2019_139,KUCAT-PCB,547,Bachelor of Pharmacy
KUCAT_2019_140,KUCAT-PCM,761,BE in Computer Engineering
KUCAT_2019_141,KUCAT-PCB,613,Bachelor of Pharmacy
KUCAT_2019_142,KUCAT-PCM,666,BE in Computer Engineering
KUCAT_2019_143,KUCAT-PCM,593,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_144,KUCAT-PCM,618,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_145,KUCAT-PCM,764,BArch in Architecture
KUCAT_2019_146,KUCAT-PCB,843,Bachelor of Pharmacy
KUCAT_2019_147,KUCAT-PCM,790,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_148,KUCAT-PCM,1075,BArch in Architecture
KUCAT_2019_149,KUCAT-PCM,813,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_150,KUCAT-PCM,1050,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_151,KUCAT-PCM,596,BE in Computer Engineering
KUCAT_2019_152,KUCAT-PCM,1045,BE in Computer Engineering
KUCAT_2019_153,KUCAT-PCM,995,BSc in Computational Mathematics
KUCAT_2019_154,KUCAT-PCB,510,Bachelor of Pharmacy
KUCAT_2019_155,KUCAT-PCM,528,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_156,KUCAT-PCB,540,Bachelor of Pharmacy
KUCAT_2019_157,KUCAT-PCM,949,BE in Computer Engineering
KUCAT_2019_158,KUCAT-PCM,845,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_159,KUCAT-PCB,368,Bachelor of Pharmacy
KUCAT_2019_160,KUCAT-PCM,1047,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_161,KUCAT-PCM,603,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_162,KUCAT-PCM,655,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_163,KUCAT-PCM,1012,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_164,KUCAT-PCM,787,BE in Computer Engineering
KUCAT_2019_165,KUCAT-PCM,856,BSc In Computer Science
KUCAT_2019_166,KUCAT-PCM,1025,BE in Computer Engineering
KUCAT_2019_167,KUCAT-PCM,562,BE in Computer Engineering
KUCAT_2019_168,KUCAT-PCM,697,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_169,KUCAT-PCB,736,BTech in Biotechnology
KUCAT_2019_170,KUCAT-PCM,534,BSc In Computer Science
KUCAT_2019_171,KUCAT-PCM,381,BSc In Computer Science
KUCAT_2019_172,KUCAT-PCM,891,BArch in Architecture
KUCAT_2019_173,KUCAT-PCM,700,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_174,KUCAT-PCM,902,BE in Computer Engineering
KUCAT_2019_175,KUCAT-PCM,711,BE in Computer Engineering
KUCAT_2019_132,KUCAT-PCB,508,Bachelor of Pharmacy
KUCAT_2019_133,KUCAT-PCM,868,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_134,KUCAT-PCM,272,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_135,KUCAT-PCM,1046,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_136,KUCAT-PCM,0,BArch in Architecture
KUCAT_2019_137,KUCAT-PCM,788,BArch in Architecture
KUCAT_2019_138,KUCAT-PCM,1055,BE in Computer Engineering
KUCAT_2019_139,KUCAT-PCB,547,Bachelor of Pharmacy
KUCAT_2019_140,KUCAT-PCM,761,BE in Computer Engineering
KUCAT_2019_141,KUCAT-PCB,613,Bachelor of Pharmacy
KUCAT_2019_142,KUCAT-PCM,666,BE in Computer Engineering
KUCAT_2019_143,KUCAT-PCM,593,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_144,KUCAT-PCM,618,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_145,KUCAT-PCM,764,BArch in Architecture
KUCAT_2019_146,KUCAT-PCB,843,Bachelor of Pharmacy
KUCAT_2019_147,KUCAT-PCM,790,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_148,KUCAT-PCM,1075,BArch in Architecture
KUCAT_2019_149,KUCAT-PCM,813,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_150,KUCAT-PCM,1050,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_151,KUCAT-PCM,596,BE in Computer Engineering
KUCAT_2019_152,KUCAT-PCM,1045,BE in Computer Engineering
KUCAT_2019_153,KUCAT-PCM,995,BSc in Computational Mathematics
KUCAT_2019_154,KUCAT-PCB,510,Bachelor of Pharmacy
KUCAT_2019_155,KUCAT-PCM,528,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_156,KUCAT-PCB,540,Bachelor of Pharmacy
KUCAT_2019_157,KUCAT-PCM,949,BE in Computer Engineering
KUCAT_2019_158,KUCAT-PCM,845,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_159,KUCAT-PCB,368,Bachelor of Pharmacy
KUCAT_2019_160,KUCAT-PCM,1047,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_161,KUCAT-PCM,603,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_162,KUCAT-PCM,655,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_163,KUCAT-PCM,1012,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_164,KUCAT-PCM,787,BE in Computer Engineering
KUCAT_2019_165,KUCAT-PCM,856,BSc In Computer Science
KUCAT_2019_166,KUCAT-PCM,1025,BE in Computer Engineering
KUCAT_2019_167,KUCAT-PCM,562,BE in Computer Engineering
KUCAT_2019_168,KUCAT-PCM,697,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_169,KUCAT-PCB,736,BTech in Biotechnology
KUCAT_2019_170,KUCAT-PCM,534,BSc In Computer Science
KUCAT_2019_171,KUCAT-PCM,381,BSc In Computer Science
KUCAT_2019_172,KUCAT-PCM,891,BArch in Architecture
KUCAT_2019_173,KUCAT-PCM,700,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_174,KUCAT-PCM,902,BE in Computer Engineering
KUCAT_2019_175,KUCAT-PCM,711,BE in Computer Engineering
KUCAT_2019_176,KUCAT-PCM,513,BArch in Architecture
KUCAT_2019_177,KUCAT-PCM,951,BE in Computer Engineering
KUCAT_2019_178,KUCAT-PCM,752,BE in Geomatics Engineering
KUCAT_2019_179,KUCAT-PCM,479,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_180,KUCAT-PCB,475,Bachelor of Pharmacy
KUCAT_2019_181,KUCAT-PCM,707,BE in Computer Engineering
